"dataset","loci_name","alphabet","n_taxa","n_bp","pass_phi","pass_maxchi","pass_geneconv_inner","pass_geneconv_outer","pass_geneconv"
"Pease2016","ch06-s33500000","dna",29,12634,TRUE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch06-s33700000","dna",29,10154,TRUE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch06-s33800000","dna",29,5448,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s34100000","dna",29,16457,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s34200000","dna",29,10239,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s34300000","dna",29,11151,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s34400000","dna",29,7748,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s34500000","dna",29,17626,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s34600000","dna",29,3843,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s34700000","dna",29,14669,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s34800000","dna",29,15287,TRUE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch06-s34900000","dna",29,6951,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch06-s3500000","dna",29,23218,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch06-s35000000","dna",29,10196,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s35100000","dna",29,7977,TRUE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch06-s35200000","dna",29,12407,TRUE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch06-s35300000","dna",29,6810,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s35400000","dna",29,17672,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch06-s35500000","dna",29,22326,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s35600000","dna",29,24802,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s35700000","dna",29,15136,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s35800000","dna",29,7635,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s35900000","dna",29,17527,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s3600000","dna",29,17096,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s36000000","dna",29,20349,TRUE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch06-s36100000","dna",29,20835,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s36200000","dna",29,23780,TRUE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch06-s36300000","dna",29,13110,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch06-s36400000","dna",29,24813,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch06-s36500000","dna",29,12174,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s36600000","dna",29,26133,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch06-s36700000","dna",29,14169,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch06-s36800000","dna",29,18373,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s36900000","dna",29,17576,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s3700000","dna",29,9939,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch06-s37000000","dna",29,14434,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s37100000","dna",29,28991,TRUE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch06-s37200000","dna",29,27027,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s37300000","dna",29,16255,TRUE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch06-s37400000","dna",29,10337,TRUE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch06-s37600000","dna",29,20994,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s37700000","dna",29,23076,TRUE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch06-s37800000","dna",29,18399,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s37900000","dna",29,22866,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s38000000","dna",29,19289,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s38100000","dna",29,17503,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch06-s38200000","dna",29,21298,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s38300000","dna",29,15555,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch06-s38400000","dna",29,18675,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch06-s38500000","dna",29,17413,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s38600000","dna",29,18157,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch06-s38700000","dna",29,24853,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch06-s38800000","dna",29,25874,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s38900000","dna",29,24513,FALSE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch06-s39000000","dna",29,13511,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s39100000","dna",29,19773,TRUE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch06-s39200000","dna",29,13766,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s39300000","dna",29,22900,FALSE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch06-s39400000","dna",29,20185,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s39500000","dna",29,35776,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch06-s39600000","dna",29,38229,TRUE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch06-s39700000","dna",29,30923,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch06-s39800000","dna",29,27946,TRUE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch06-s39900000","dna",29,40615,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch06-s400000","dna",29,19363,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s40000000","dna",29,33656,TRUE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch06-s40100000","dna",29,23136,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s40200000","dna",29,21139,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch06-s40300000","dna",29,20204,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s40400000","dna",29,23417,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch06-s40500000","dna",29,22125,FALSE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch06-s40600000","dna",29,26327,TRUE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch06-s40700000","dna",29,25377,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch06-s40800000","dna",29,45813,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s40900000","dna",29,25706,TRUE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch06-s41000000","dna",29,21562,TRUE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch06-s41100000","dna",29,22828,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s41200000","dna",29,26560,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s41300000","dna",29,34758,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s41400000","dna",29,26493,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s41500000","dna",29,21384,TRUE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch06-s41600000","dna",29,19183,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s41700000","dna",29,19726,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch06-s41800000","dna",29,40138,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch06-s41900000","dna",29,26938,TRUE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch06-s42000000","dna",29,21261,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch06-s42100000","dna",29,38353,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch06-s42200000","dna",29,33153,TRUE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch06-s42300000","dna",29,26243,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch06-s42400000","dna",29,31432,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch06-s42500000","dna",29,32206,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch06-s42600000","dna",29,37880,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s42700000","dna",29,28586,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch06-s42800000","dna",29,26635,FALSE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch06-s42900000","dna",29,27881,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s4300000","dna",29,4852,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch06-s43000000","dna",29,21807,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch06-s43100000","dna",29,35785,TRUE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch06-s43200000","dna",29,32152,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch06-s43300000","dna",29,29947,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch06-s43400000","dna",29,31186,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch06-s43500000","dna",29,32078,TRUE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch06-s43600000","dna",29,32489,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch06-s43700000","dna",29,31956,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s43800000","dna",29,27791,TRUE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch06-s43900000","dna",29,44824,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch06-s44000000","dna",29,28995,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch06-s44100000","dna",29,24383,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch06-s44200000","dna",29,44613,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s44300000","dna",29,28293,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s44400000","dna",29,33802,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch06-s44500000","dna",29,20683,FALSE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch06-s44600000","dna",29,31627,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s44700000","dna",29,28412,TRUE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch06-s44800000","dna",29,30696,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch06-s44900000","dna",29,35293,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch06-s45000000","dna",29,42068,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s45100000","dna",29,35975,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch06-s45200000","dna",29,34459,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s45300000","dna",29,26350,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s45400000","dna",29,36968,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch06-s45500000","dna",29,30376,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch06-s45600000","dna",29,24332,TRUE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch06-s45700000","dna",29,32332,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch06-s45800000","dna",29,32707,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch06-s45900000","dna",29,30537,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s4600000","dna",29,3805,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s46000000","dna",29,28533,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch06-s46100000","dna",29,16934,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch06-s46200000","dna",29,29310,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch06-s46300000","dna",29,23950,TRUE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch06-s46400000","dna",29,24800,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch06-s46500000","dna",29,20862,TRUE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch06-s46600000","dna",29,27531,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s46700000","dna",29,25173,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch06-s46800000","dna",29,19910,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s46900000","dna",29,26382,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s47000000","dna",29,23678,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch06-s47100000","dna",29,23817,TRUE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch06-s47200000","dna",29,25813,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch06-s47300000","dna",29,25403,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch06-s47400000","dna",29,38207,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch06-s47500000","dna",29,31210,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch06-s47600000","dna",29,27124,TRUE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch06-s47700000","dna",29,20227,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch06-s47800000","dna",29,22121,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch06-s47900000","dna",29,11845,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s48000000","dna",29,45337,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch06-s48100000","dna",29,36231,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s48200000","dna",29,35527,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch06-s48300000","dna",29,33487,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch06-s48400000","dna",29,36885,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch06-s48500000","dna",29,55716,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch06-s48600000","dna",29,26158,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s48700000","dna",29,52356,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s48800000","dna",29,29214,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch06-s48900000","dna",29,35774,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch06-s49000000","dna",29,31337,TRUE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch06-s49100000","dna",29,31728,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch06-s49200000","dna",29,24690,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch06-s49300000","dna",29,33785,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch06-s49400000","dna",29,29563,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s49500000","dna",29,40738,TRUE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch06-s49600000","dna",29,42975,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s500000","dna",29,12813,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s5300000","dna",29,7509,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s600000","dna",29,17439,TRUE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch06-s6200000","dna",29,5475,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s700000","dna",29,32836,TRUE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch06-s7400000","dna",29,2584,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch06-s800000","dna",29,21826,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch06-s900000","dna",29,23464,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch07-s0","dna",29,22496,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch07-s100000","dna",29,33735,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch07-s1000000","dna",29,25877,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch07-s10400000","dna",29,9248,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s1100000","dna",29,21741,TRUE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch07-s11100000","dna",29,7150,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s11500000","dna",29,4532,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s1200000","dna",29,11439,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch07-s12600000","dna",29,4517,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s12700000","dna",29,5578,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s1300000","dna",29,23766,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch07-s13400000","dna",29,4517,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s1400000","dna",29,13463,TRUE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch07-s1500000","dna",29,29777,TRUE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch07-s15000000","dna",29,2448,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s1600000","dna",29,35461,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch07-s1700000","dna",29,24727,TRUE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch07-s1800000","dna",29,30006,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch07-s1900000","dna",29,24658,TRUE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch07-s19400000","dna",29,2901,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s200000","dna",29,57569,TRUE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch07-s2000000","dna",29,18025,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch07-s2100000","dna",29,32049,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch07-s21200000","dna",29,4825,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s21300000","dna",29,9392,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s21400000","dna",29,681,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s2200000","dna",29,30642,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch07-s2300000","dna",29,28296,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch07-s23200000","dna",29,7487,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch07-s23700000","dna",29,5536,TRUE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch07-s2400000","dna",29,27093,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch07-s2500000","dna",29,25268,TRUE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch07-s2600000","dna",29,19893,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch07-s26600000","dna",29,3212,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s26800000","dna",29,1920,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s2700000","dna",29,27414,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch07-s27500000","dna",29,4695,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s27600000","dna",29,1349,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch07-s2800000","dna",29,19051,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch07-s2900000","dna",29,18263,TRUE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch07-s300000","dna",29,26930,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch07-s3000000","dna",29,22148,FALSE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch07-s30200000","dna",29,7842,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s3100000","dna",29,18415,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch07-s31100000","dna",29,1832,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s31700000","dna",29,3837,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s3200000","dna",29,5468,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s3300000","dna",29,27856,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch07-s33200000","dna",29,5175,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s3400000","dna",29,13876,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch07-s34900000","dna",29,1204,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s3500000","dna",29,25491,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch07-s35000000","dna",29,7167,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s35300000","dna",29,5056,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch07-s3600000","dna",29,11921,TRUE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch07-s36200000","dna",29,17608,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s36500000","dna",29,11951,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s3700000","dna",29,25006,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s3800000","dna",29,28579,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch07-s38200000","dna",29,3928,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch07-s3900000","dna",29,20817,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch07-s39400000","dna",29,4515,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s39500000","dna",29,2054,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s400000","dna",29,37169,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch07-s40900000","dna",29,16776,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s4100000","dna",29,11500,FALSE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch07-s4300000","dna",29,12541,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s4400000","dna",29,9674,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch07-s44300000","dna",29,4879,TRUE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch07-s45400000","dna",29,2297,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch07-s45500000","dna",29,7469,TRUE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch07-s45600000","dna",29,4891,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch07-s46900000","dna",29,3121,TRUE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch07-s47100000","dna",29,9090,TRUE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch07-s47600000","dna",29,11817,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch07-s47700000","dna",29,7993,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s4900000","dna",29,15100,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch07-s49400000","dna",29,12632,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s500000","dna",29,22723,TRUE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch07-s5000000","dna",29,12182,TRUE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch07-s5100000","dna",29,6123,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s51100000","dna",29,4526,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s51200000","dna",29,4044,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s51400000","dna",29,12108,FALSE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch07-s51500000","dna",29,4769,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s51800000","dna",29,9296,FALSE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch07-s51900000","dna",29,17895,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch07-s52100000","dna",29,13441,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch07-s52300000","dna",29,7375,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s53800000","dna",29,8534,FALSE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch07-s5400000","dna",29,1706,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s54000000","dna",29,12631,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch07-s54100000","dna",29,14103,TRUE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch07-s54700000","dna",29,5212,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s54800000","dna",29,15546,FALSE,TRUE,TRUE,FALSE,FALSE
"Pease2016","ch07-s55100000","dna",29,13688,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s55300000","dna",29,10038,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch07-s55400000","dna",29,21766,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch07-s55500000","dna",29,15180,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s55900000","dna",29,4769,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s5600000","dna",29,9291,TRUE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch07-s56000000","dna",29,17642,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s56200000","dna",29,32210,FALSE,TRUE,FALSE,TRUE,FALSE
"Pease2016","ch07-s56400000","dna",29,25405,FALSE,FALSE,TRUE,FALSE,FALSE
"Pease2016","ch07-s56500000","dna",29,8900,FALSE,TRUE,FALSE,FALSE,FALSE
"Pease2016","ch07-s56700000","dna",29,11042,FALSE,FALSE,TRUE,TRUE,TRUE
"Pease2016","ch07-s56900000","dna",29,15653,FALSE,FALSE,FALSE,FALSE,FALSE
"Pease2016","ch07-s57000000","dna",29,12358,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s57100000","dna",29,6902,FALSE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s57200000","dna",29,4736,TRUE,TRUE,TRUE,TRUE,TRUE
"Pease2016","ch07-s57300000","dna",29,7522,FALSE,FALSE,FALSE,TRUE,FALSE
"Pease2016","ch07-s57400000","dna",29,14494,TRUE,TRUE,TRUE,TRUE,TRUE
